-0.3779969228	-0.4348357180	0.8173348302
-0.3858558030	-0.4598450394	0.7999500509
-0.3857986166	-0.4920272144	0.7807756838
-0.3808949874	-0.5128755356	0.7697892857
-0.3940891427	-0.5062297944	0.7675637843
-0.3896790204	-0.5247032461	0.7574338061
-0.3820746734	-0.5416253763	0.7494257546
-0.3643855108	-0.5505264537	0.7517252211
-0.3675103287	-0.5307523182	0.7642080224
-0.3565664882	-0.5618588807	0.7471171693
-0.3823150742	-0.5541972499	0.7401369865
-0.3935707397	-0.5834926170	0.7114138133
-0.4073448157	-0.5993896944	0.6903117227
-0.4184751756	-0.6134616661	0.6711883632
-0.4241512788	-0.6264688209	0.6555589009
-0.4301795296	-0.6401746759	0.6383038929
-0.4308217527	-0.6634073226	0.6138740383
-0.4209436696	-0.6684472036	0.6152472983
-0.4261686628	-0.6689508034	0.6111219394
-0.4229873569	-0.6822087677	0.5986462843
-0.4248213653	-0.6932454618	0.5846122453
-0.4205442816	-0.7111015453	0.5661039135
-0.4029113527	-0.7268713214	0.5589076750
-0.3868783150	-0.7431863284	0.5487620175
-0.3832180423	-0.7619442657	0.5252689207
-0.3778506114	-0.7747085601	0.5103781137
-0.3779767446	-0.7853776647	0.4938202824
-0.3631452239	-0.8080347686	0.4678782210
-0.3602594020	-0.8206938250	0.4477637215
-0.3406600745	-0.8389445961	0.4289938126
-0.3246672408	-0.8592069217	0.4004927454
-0.3079847901	-0.8697222172	0.3909042654
-0.3174366692	-0.8581428231	0.4084500684
-0.3295608524	-0.8409401789	0.4337040566
-0.3450371875	-0.8168174214	0.4663392879
-0.3513367137	-0.8041779642	0.4831891419
-0.3610876033	-0.7923344308	0.4953330890
-0.3581297574	-0.7750638076	0.5237869107
-0.3367631162	-0.7895300768	0.5163532003
-0.3315840168	-0.8125218300	0.4831891419
-0.3148550931	-0.8332398264	0.4586236159
-0.3009907224	-0.8499715795	0.4368376951
-0.2818541604	-0.8674579092	0.4147938364
-0.2550606440	-0.8895021739	0.3844883801
-0.2462440186	-0.9001165331	0.3651310793
-0.2494668898	-0.9056838317	0.3488790846
